coach,year,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays,coach_war,season_number,annual_war,annual_games,cumulative_war,cumulative_games,win_pct,predicted_impact,predicted_replacement,total_seasons,Background,Offensive_Years,Defensive_Years,era
Dennis Allen,2012,0.1571428571428571,0.1451086022506225,4.331122338650133,140,0.0120342548922345,0.6477166821994408,0.6505279378437776,178.73767391488843,1073,-0.0028112556443368,0.3728,0.3666896330927972,119.04854328426552,625,0.0061103669072028,0.1071428571428571,0.1632672021623875,1.1353421184443515,28,-0.0561243450195304,0.7042382416550054,0.9277389540902612,0.7698780508320916,0.3983135263263849,-0.0042083096538155,0.2869733758444669,-0.0257533749835401,0.1291570602606978,-1.4303088580223398,-0.3348076582232694,1866,Dennis Allen,1,-0.1719572842121124,-2.7513165473937984,-0.1719572842121124,-2.7513165473937984,0.25,-0.014763117,0.42195728,6,Defensive,0,20,Middle (2012-2017)
Ken Whisenhunt,2012,0.147239263803681,0.163229591979416,4.955583207875865,163,-0.015990328175735,0.6723809523809524,0.6564878435042643,174.3059351475553,1050,0.0158931088766881,0.3476112026359143,0.3656785213489648,116.2925040419041,607,-0.0180673187130505,0.0,0.0061427954083046,0.1436292450487187,25,-0.0061427954083046,0.7382881013239733,0.9265072979885028,0.7636146130642364,0.8066362347937601,-0.004893858203022,-0.6165500045293477,0.3740430748069627,-0.494529923356468,-0.3591516241360988,-0.3684871515298373,1845,Ken Whisenhunt,6,-0.1073645949363708,-1.7178335189819327,0.0016504526138304,0.0264072418212879,0.3125,-0.003944546,0.4198646,8,Offensive,16,0,Middle (2012-2017)
Jeff Fisher,2012,0.1714285714285714,0.1798571499171657,4.506977613733758,140,-0.0084285784885943,0.6174168297455969,0.6391735589213727,175.0422679998665,1022,-0.0217567291757758,0.3636363636363636,0.3692191870138512,104.20589064674994,550,-0.0055828233774875,0.1875,0.1611562929036623,0.9645375993801631,32,0.0263437070963377,0.6958815896837087,0.9224394629322104,0.7474614229523328,0.5044014434996301,-0.0058601468989651,-0.3727562744925653,-0.4307034094503733,-0.1724801887326855,0.3370683296705268,-0.415958791145878,1744,Jeff Fisher,17,-0.1348469340324402,-2.157550944519043,0.0315446174621583,0.5047138793945329,0.4688,-0.018944025,0.60364693,21,Defensive,0,9,Middle (2012-2017)
Gary Kubiak,2012,0.087248322147651,0.0935408095690506,4.959688432826948,149,-0.0062924874213996,0.5551149881046789,0.5736937217353817,228.78786108639247,1261,-0.0185787336307028,0.3510140405616224,0.3589198847665999,123.09967809909382,641,-0.0079058442049774,0.0204081632653061,0.0374552542066061,1.2472784210962349,49,-0.0170470909413,0.7019611060650931,0.932672314725998,0.7728922859798669,0.6485575200669619,-0.0127324205747969,-0.3038878735912157,-0.3627753419160796,-0.2324047768646184,-0.5928421585723911,-0.7535784907776243,2100,Gary Kubiak,7,0.0602652430534362,0.9642438888549792,0.022151380777359,0.3544220924377455,0.75,-0.012466788,0.68973476,10,Offensive,16,0,Middle (2012-2017)
Jim Harbaugh,2012,0.1142857142857142,0.1469249701664791,4.825562391098968,140,-0.0326392558807648,0.5376799322607959,0.5715041465049485,214.7014411394232,1181,-0.0338242142441526,0.4050387596899225,0.3809959982834032,100.76344700398546,516,0.0240427614065192,0.0175438596491228,0.0262502789116153,0.4505590933245946,57,-0.0087064192624925,0.6812368893809375,0.928305187249478,0.7293028978314923,0.8736248882784535,-0.0136050918896332,-1.1533178630614056,-0.6886398757127697,0.5917406677232275,-0.4140927825782918,-0.7964509142418432,1894,Jim Harbaugh,2,0.0665457761764526,1.0647324188232417,0.1632981217384338,2.612769947814941,0.7188,-0.014814556,0.6522542,5,Offensive,2,0,Middle (2012-2017)
Pete Carroll,2012,0.1777777777777777,0.1877229771603534,6.099068630095375,135,-0.0099451993825756,0.5284837861524978,0.5826700040295159,204.2652572770249,1141,-0.054186217877018,0.436830835117773,0.3940212976280941,90.4109881983697,467,0.0428095374896789,0.0185185185185185,0.0385444387841373,0.2411251416050827,54,-0.0200259202656188,0.6112376953210953,0.9270246335580518,0.7109378888948782,0.9205932756397008,-0.0139793475319678,-0.4216527177885117,-1.1238675336153026,1.075847962001213,-0.6566816074105265,-0.8148372712920373,1797,Pete Carroll,7,0.0112780332565307,0.1804485321044912,-0.2852589190006256,-4.56414270401001,0.6875,-0.012892008,0.67622197,18,Defensive,1,17,Middle (2012-2017)
Pat Shurmur,2012,0.1304347826086956,0.1405790995101755,4.371079864155408,138,-0.0101443169014798,0.6262230919765166,0.6167182484249824,180.7223882794404,1022,0.0095048435515342,0.3327433628318584,0.3806654898684283,109.17387917675984,565,-0.0479221270365699,0.032258064516129,0.0644019073568474,1.1222074716708486,31,-0.0321438428407183,0.6962706831457263,0.9201236599632714,0.7488259417574125,0.4508355421007795,-0.0172917302555546,-0.4280723434912627,0.2374970940843656,-1.2646638245999642,-0.9163814471905228,-0.9775673534969525,1756,Pat Shurmur,2,-0.1901571154594421,-3.0425138473510738,-0.4515537619590759,-7.224860191345215,0.3125,-0.055327058,0.5026571,4,Offensive,30,0,Middle (2012-2017)
Rex Ryan,2012,0.1111111111111111,0.1275248105733619,4.1131067288432135,126,-0.0164136994622508,0.5519176800748363,0.6145797866345205,186.67257717909555,1069,-0.0626621065596841,0.4114052953156822,0.3783784527202872,98.16109467145375,491,0.033026842595395,0.032258064516129,0.047010195099574,0.6612981728944267,31,-0.014752130583445,0.670067306499072,0.924251011056553,0.7146199546757827,0.5821371526744699,-0.0186435541604575,-0.6301996583000478,-1.3050354209466457,0.8234938051106987,-0.5436587417331816,-1.043979490477671,1717,Rex Ryan,4,-0.0825936198234558,-1.3214979171752927,-0.1498637795448303,-2.397820472717285,0.375,0.011176437,0.45759362,8,Defensive,0,20,Middle (2012-2017)
Chan Gailey,2012,0.0701754385964912,0.0931168437467265,3.015343183494844,114,-0.0229414051502353,0.588,0.6179457536991686,174.07535765625366,1000,-0.0299457536991686,0.3713163064833006,0.381828153475673,98.89384768215888,509,-0.0105118469923724,0.025,0.0534158802818637,0.9282267628248692,40,-0.0284158802818637,0.6939789126021763,0.9196779365060171,0.7276039467623671,0.6229917220566941,-0.0232141558462703,-0.8406554104869228,-0.6057397186508092,-0.2996291606744063,-0.8364872843717434,-1.268523104584209,1663,Chan Gailey,5,-0.0216519236564636,-0.3464307785034176,-0.2052554786205289,-3.284087657928464,0.375,-0.014366299,0.39665192,5,Both,16,7,Middle (2012-2017)
Leslie Frazier,2012,0.109375,0.1371122532791275,3.5523722084538494,128,-0.0277372532791275,0.5695732838589982,0.6108028988124101,186.39791916113268,1078,-0.0412296149534119,0.365234375,0.3758911613818512,98.58022882659306,512,-0.0106567863818511,0.075,0.0864167406219394,1.325830806767005,40,-0.0114167406219394,0.7081775426565522,0.9255181791892244,0.7305528500620685,0.536372531354801,-0.0247225084579036,-0.9952754061766608,-0.8469266172649874,-0.3033680136006592,-0.472177823016411,-1.3426251528581723,1758,Leslie Frazier,2,0.0440322756767272,0.7045164108276352,-0.142001897096634,-2.2720303535461444,0.625,-0.011358798,0.5809677,3,Defensive,0,17,Middle (2012-2017)
Mike Shanahan,2012,0.1732283464566929,0.1813860660749745,5.136793006552509,127,-0.0081577196182816,0.5293023255813953,0.6063460373861153,190.17831316769409,1075,-0.0770437118047199,0.3773987206823028,0.3590555303357476,89.47053573098708,469,0.0183431903465551,0.0185185185185185,0.0351677252609213,0.7549792481863635,54,-0.0166492067424028,0.6229408576292648,0.9237304610725952,0.7148274924174786,0.7873559961903406,-0.0250080902844922,-0.364023679916023,-1.6124350502038003,0.4447146728396242,-0.5843150812566047,-1.3566551602561912,1725,Mike Shanahan,19,0.0029277205467224,0.0468435287475584,0.3067557811737056,4.90809249877929,0.625,0.030090809,0.6220723,20,Offensive,17,0,Middle (2012-2017)
Romeo Crennel,2012,0.1397058823529411,0.1469479879905962,5.043211780673481,136,-0.007242105637655,0.5399422521655438,0.6640273632160796,172.73850299942103,1039,-0.1240851110505357,0.3931623931623931,0.3882045777660897,94.73085957259644,468,0.0049578153963034,0.0555555555555555,0.047396357678887,0.7093672433193297,18,0.0081591978766684,0.6586695614970144,0.9256839555125316,0.7021480147838184,0.3045239977140989,-0.0438698723242707,-0.3345039315976693,-2.617921464378123,0.0994258698321944,-0.0526448494291651,-2.2832930514660115,1661,Romeo Crennel,5,-0.176590085029602,-2.825441360473632,-0.5239055156707761,-8.382488250732418,0.125,-0.07090995,0.30159009,5,Defensive,0,32,Middle (2012-2017)
Chip Kelly,2013,0.1418439716312056,0.1267448868995338,4.397370445193246,141,0.0150990847316718,0.5781112091791704,0.5972256245320072,202.14190403175184,1133,-0.0191144153528368,0.4214417744916821,0.3667436649520016,105.28868403419344,541,0.0546981095396804,0.1428571428571428,0.0640405749447836,1.2556347580234333,56,0.0788165679123591,0.7040413536156344,0.9267791790236776,0.7391939658187747,0.7053882790763222,0.0289211983061804,0.385784673414272,-0.374225271181846,1.3825252742072067,1.4616169857842896,1.2927722453153736,1871,Chip Kelly,1,-0.0365058779716491,-0.5840940475463856,-0.0365058779716491,-0.5840940475463856,0.625,0.0055502057,0.6615059,4,Both,18,3,Middle (2012-2017)
Chuck Pagano,2013,0.0833333333333333,0.1046454640101994,4.314290469108502,144,-0.021312130676866,0.6717687074829932,0.592848747441241,211.77106796556345,1176,0.0789199600417521,0.3952095808383233,0.3867172335966409,130.30659904170378,668,0.0084923472416824,0.125,0.0922714128894881,1.2865108080732388,48,0.0327285871105118,0.7166283413007237,0.9286542927987372,0.7773581922155774,0.6319278452401456,0.0279254432378707,-0.7881269722880382,1.7212105398626645,0.1906025663848457,0.473903031032852,1.2438529875954984,2036,Chuck Pagano,2,0.1156198978424072,1.8499183654785152,0.3860549330711363,6.176878929138182,0.6875,0.005036652,0.5718801,6,Defensive,0,28,Middle (2012-2017)
Bruce Arians,2013,0.0806451612903225,0.1235016748676235,4.154980211113492,124,-0.042856513577301,0.6175637393767706,0.6035708822635362,187.40560100791177,1059,0.0139928571132343,0.4450261780104712,0.3567538522422403,109.22872650961833,573,0.0882723257682309,0.0975609756097561,0.0555330882769606,0.8190504237926807,41,0.0420278873327954,0.6606875744513456,0.9226452166531596,0.7539846585112785,0.6630200330132278,0.0263360331238448,-1.4827261967995018,0.3334261424389592,2.2486049302911666,0.6731968260564023,1.1657687624028603,1797,Bruce Arians,1,0.0891629457473754,1.4266071319580065,0.0891629457473754,1.4266071319580065,0.625,0.02105844,0.53583705,8,Offensive,25,0,Middle (2012-2017)
Rob Chudzinski,2013,0.2297297297297297,0.1955814798500433,4.347931162954888,148,0.0341482498796863,0.703905540417802,0.6545448187251426,178.20060170895542,1101,0.0493607216926593,0.3731563421828908,0.3766234331722546,131.30113548028115,678,-0.0034670909893637,0.0571428571428571,0.0387435057931205,0.9611178725213564,35,0.0183993513497365,0.726080918071347,0.9313104313972588,0.781162188687667,0.5499286219545593,0.0261586025934086,0.9999371140086412,1.0893965834358252,-0.1179028080844444,0.1668124213857972,1.157051990455604,1962,Rob Chudzinski,1,-0.0678592920303344,-1.0857486724853505,-0.0678592920303344,-1.0857486724853505,0.25,-0.04158297,0.3178593,1,Offensive,19,0,Middle (2012-2017)
Sean Payton,2013,0.2014925373134328,0.1640671194825211,5.271329591186017,134,0.0374254178309117,0.6578525641025641,0.5891032686161523,222.78620318171627,1248,0.0687492954864118,0.3758668515950069,0.3702517244413843,139.47471459447746,721,0.0056151271536226,0.0377358490566037,0.0541963322567374,0.8616193529931351,53,-0.0164604832001336,0.6418726543879324,0.9330391753627578,0.7916740327304331,0.7575976475721259,0.025652483281442,1.1055942743011735,1.5038176647043295,0.1163818677576145,-0.5802705370382147,1.132187461168166,2156,Sean Payton,7,0.1672966480255127,2.676746368408203,0.566916823387146,9.070669174194336,0.6875,0.0155031085,0.52020335,17,Offensive,16,0,Middle (2012-2017)
Joe Philbin,2013,0.0895522388059701,0.1176002374656097,3.617672135765353,134,-0.0280479986596396,0.6689655172413793,0.6223079786906616,178.03888074303111,1015,0.0466575385507177,0.4380305602716469,0.3781339746194145,114.14222559301614,589,0.0598965856522323,0.0294117647058823,0.0238688601525877,0.5541710035596205,34,0.0055429045532946,0.7231124252199757,0.9202128660058072,0.7560340752523904,0.6666408432607512,0.0233633373603639,-1.0052939572450148,1.031617393874641,1.5166250361516418,-0.1087147700518483,1.0197267538762544,1772,Joe Philbin,2,-0.0063629150390625,-0.101806640625,-0.032424658536911,-0.518794536590576,0.5,-0.007842988,0.5063629,4,Offensive,31,0,Middle (2012-2017)
John Fox,2013,0.1111111111111111,0.1447064105223579,5.576845927754502,117,-0.0335952994112467,0.6275071633237822,0.5540775913907946,256.85215445416,1396,0.0734295719329876,0.3503740648379052,0.3594544845843632,152.6769240429928,802,-0.0090804197464579,0.024390243902439,0.0189236912752543,0.8920336076463478,82,0.0054665526271847,0.5636106466898171,0.9379751795278396,0.8111567357254109,0.8784376811811906,0.0148461779195925,-1.1841410756797883,1.6038562361979396,-0.2627040986443176,-0.1103510722195475,0.6012974322644518,2397,John Fox,12,0.1582581400871276,2.5321302413940416,0.1717046499252319,2.747274398803711,0.8125,-0.0013773441,0.65424186,16,Defensive,0,22,Middle (2012-2017)
Jim Schwartz,2013,0.1293103448275862,0.1368491112408217,3.639677306017819,116,-0.0075387664132355,0.6137992831541219,0.606328325653215,200.34249425636483,1116,0.0074709575009068,0.4057052297939778,0.3899303277362637,126.1457757663818,631,0.015774902057714,0.1041666666666666,0.0658810517697929,1.0439643607004216,48,0.0382856148968736,0.6604700620311675,0.9253209355364266,0.7629324399653066,0.6790489570373411,0.0132000989630324,-0.3440683895639747,0.1940237955713246,0.3784631713069572,0.5929959875051624,0.5204291914028555,1911,Jim Schwartz,5,-0.1521629691123962,-2.4346075057983394,-0.6771254837512968,-10.834007740020748,0.4375,-0.053935826,0.58966297,5,Defensive,0,25,Middle (2012-2017)
Mike Tomlin,2013,0.1297709923664122,0.1406599417962384,4.23113688510697,131,-0.0108889494298262,0.6376811594202898,0.608964610774214,177.23675495321686,1035,0.0287165486460757,0.3982758620689655,0.3681377763254581,111.24080740580943,580,0.0301380857435074,0.048780487804878,0.0589204886622965,0.4052281445999033,41,-0.0101400008574184,0.6809254896352368,0.9233517799044636,0.7551017520496911,0.7990676205677483,0.0106874333804002,-0.4520795837601382,0.6481376952438493,0.7489755044075098,-0.4448159455797488,0.3969874544611709,1787,Mike Tomlin,7,-0.0149892568588256,-0.2398281097412096,0.2968316972255707,4.749307155609131,0.5,0.024834514,0.51498926,18,Defensive,2,9,Middle (2012-2017)
John Harbaugh,2013,0.1052631578947368,0.11420678233125,4.847557035726281,152,-0.0089436244365132,0.6402493321460374,0.6202080795310856,192.41217076803204,1123,0.0200412526149518,0.3889789303079417,0.3727227922703755,117.71214244709644,617,0.0162561380375661,0.1034482758620689,0.0995160325549885,0.8288150117375239,29,0.0039322433070804,0.7149178959317556,0.928894801618658,0.7673033687726163,0.4930949175481202,0.0091710337246359,-0.3893615547489341,0.4627075754327044,0.390877122807367,-0.143232936428088,0.3224900725973897,1921,John Harbaugh,6,-0.0927882194519043,-1.4846115112304688,-0.030849039554596,-0.493584632873536,0.5,0.012098789,0.5927882,17,Both,4,6,Middle (2012-2017)
Mike Smith,2013,0.1578947368421052,0.1813328446039298,4.016489751919433,114,-0.0234381077618245,0.7025257249766137,0.6435516869685882,186.0505407189305,1069,0.0589740380080254,0.3424657534246575,0.3617209973130772,123.36813708490426,657,-0.0192552438884197,0.025,0.022410410168618,0.7671382334886747,40,0.002589589831382,0.6299711119866759,0.9244843631644424,0.7810585801789133,0.6666062093487803,0.0088077778500028,-0.8566692944963702,1.2948764183308457,-0.5251736119636302,-0.1720074140960209,0.304644109955597,1880,Mike Smith,6,-0.1312120854854583,-2.0993933677673327,0.1081241667270659,1.7299866676330544,0.25,0.0068339705,0.3812121,7,Defensive,0,19,Middle (2012-2017)
Jim Harbaugh,2013,0.1111111111111111,0.1212157841258755,4.942617085540922,153,-0.0101046730147644,0.5413793103448276,0.5608178501153879,209.4247682604282,1160,-0.0194385397705603,0.4391217564870259,0.3605516980225181,94.70136408832695,501,0.0785700584645078,0.0,0.006300060029589,0.2869562797939009,50,-0.006300060029589,0.7136310733311825,0.9275696802225344,0.7299038052767953,0.8930708431763897,0.0081124856056871,-0.4267942092742636,-0.3811532687275839,1.9983254815486653,-0.3625219705545969,0.2704859303260928,1864,Jim Harbaugh,3,0.0421445369720459,0.6743125915527344,0.2054426587104797,3.2870825393676752,0.75,-0.009253204,0.70785546,5,Offensive,2,0,Middle (2012-2017)
Marc Trestman,2013,0.1401869158878504,0.1562177263959821,2.839971148305441,107,-0.0160308105081317,0.6316297010607522,0.6250797555195446,179.84170666338144,1037,0.0065499455412075,0.3965217391304347,0.377344102063588,110.04321754833563,575,0.0191776370668467,0.1153846153846153,0.0994517778184532,0.8127867672603298,52,0.0159328375661621,0.6796073848751839,0.9225889522725648,0.7538992415581062,0.7612967133541032,0.0069724535971626,-0.617855170558893,0.1743376249297897,0.4662400399133021,0.1139524340043236,0.2144786636710684,1771,Marc Trestman,1,-0.0758528113365173,-1.213644981384277,-0.0758528113365173,-1.213644981384277,0.5,-0.05309719,0.5758528,2,Offensive,22,0,Middle (2012-2017)
Ron Rivera,2013,0.1196581196581196,0.1356993933113932,4.17106179867308,117,-0.0160412736532735,0.5707591377694471,0.5807321220282867,188.30387158630572,1067,-0.0099729842588396,0.4080808080808081,0.3506926518544218,95.26662755526011,495,0.0573881562263863,0.0,0.0077828537909818,0.3073539970538379,43,-0.0077828537909818,0.6332724532762085,0.923375027983893,0.7239392921327151,0.8522279685146879,0.0049621428208546,-0.6181925063988232,-0.1788317472117339,1.4519176523765838,-0.394299802099071,0.1157165141294294,1722,Ron Rivera,3,0.1886261105537414,3.0180177688598624,-0.0634269714355469,-1.0148315429687509,0.75,0.01561451,0.5613739,13,Defensive,0,14,Middle (2012-2017)
Jason Garrett,2013,0.0619469026548672,0.0981334307595466,2.318010812960152,113,-0.0361865281046794,0.6724313326551373,0.6104441391084332,177.34640071905284,983,0.0619871935467041,0.3367521367521368,0.363271202493383,113.9235334610521,585,-0.0265190657412462,0.0784313725490196,0.077154588193248,1.3734794558637036,51,0.0012767843557715,0.743486734303556,0.9156817303317634,0.7538675737997792,0.6448166678155216,0.0034951863773864,-1.2676832894116952,1.3592811130573734,-0.7125509818276347,-0.2001422176950223,0.0436481686037918,1732,Jason Garrett,3,0.0044978857040405,0.071966171264648,-0.106429636478424,-1.7028741836547854,0.5,-0.005911261,0.4955021,9,Offensive,5,0,Middle (2012-2017)
